gpu_type,coolant_type,coolant_key,time,gpu_power,z,initial_temperature,coolant_density,temperature,source_file
2060s,7100,Novec_7100,10.028,10.4,0.0,65.3,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,11.136,9.9,0.0,65.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,12.218,10.4,0.0,65.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,13.309,10.1,0.0,65.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,14.407,9.5,0.0,65.3,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,1.1320000000000001,10.0,0.0,58.7,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,2.2359999999999998,9.7,0.0,58.7,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,3.319,9.6,0.0,58.7,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,4.433,10.0,0.0,58.7,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,5.526,9.6,0.0,58.7,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,6.721,10.1,0.0,58.7,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,7.813,10.0,0.0,58.7,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,8.914,9.6,0.0,58.7,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,10.011,9.2,0.0,58.7,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,11.117,10.0,0.0,58.7,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,12.337,9.6,0.0,58.7,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,13.445,10.0,0.0,58.7,1372.0,58.1,2060s_7100.txt
2060s,7100,Novec_7100,1.119,10.5,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,2.183,10.2,0.0,58.3,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,3.335,11.3,0.0,58.3,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,4.555,10.4,0.0,58.3,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,5.6129999999999995,10.7,0.0,58.3,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,6.713,10.5,0.0,58.3,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,7.818,9.9,0.0,58.3,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,8.909,9.4,0.0,58.3,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,9.988,10.0,0.0,58.3,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,11.076,10.4,0.0,58.3,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,12.208,9.7,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,13.307,10.4,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,14.408,9.6,0.0,58.3,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,1.072,11.1,0.0,59.0,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,2.169,11.7,0.0,59.0,1372.0,59.6,2060s_7100.txt
2060s,7100,Novec_7100,3.2800000000000002,10.9,0.0,59.0,1372.0,59.7,2060s_7100.txt
2060s,7100,Novec_7100,4.381,11.0,0.0,59.0,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,5.492,10.2,0.0,59.0,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,6.589,9.8,0.0,59.0,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,7.699,12.2,0.0,59.0,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,8.768,11.1,0.0,59.0,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,9.848,11.0,0.0,59.0,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,10.957,11.1,0.0,59.0,1372.0,59.5,2060s_7100.txt
2060s,7100,Novec_7100,12.041,11.6,0.0,59.0,1372.0,59.7,2060s_7100.txt
2060s,7100,Novec_7100,13.15,11.7,0.0,59.0,1372.0,60.1,2060s_7100.txt
2060s,7100,Novec_7100,14.223,16.3,0.0,59.0,1372.0,63.1,2060s_7100.txt
2060s,7100,Novec_7100,1.114,14.5,0.0,63.9,1372.0,64.3,2060s_7100.txt
2060s,7100,Novec_7100,2.219,13.6,0.0,63.9,1372.0,62.8,2060s_7100.txt
2060s,7100,Novec_7100,3.337,11.5,0.0,63.9,1372.0,61.6,2060s_7100.txt
2060s,7100,Novec_7100,4.427,11.4,0.0,63.9,1372.0,61.0,2060s_7100.txt
2060s,7100,Novec_7100,5.541,11.1,0.0,63.9,1372.0,60.8,2060s_7100.txt
2060s,7100,Novec_7100,6.64,17.5,0.0,63.9,1372.0,64.0,2060s_7100.txt
2060s,7100,Novec_7100,7.733,18.4,0.0,63.9,1372.0,66.0,2060s_7100.txt
2060s,7100,Novec_7100,8.86,15.1,0.0,63.9,1372.0,65.4,2060s_7100.txt
2060s,7100,Novec_7100,9.939,14.5,0.0,63.9,1372.0,65.3,2060s_7100.txt
2060s,7100,Novec_7100,11.028,14.5,0.0,63.9,1372.0,65.3,2060s_7100.txt
2060s,7100,Novec_7100,12.16,10.0,0.0,63.9,1372.0,62.8,2060s_7100.txt
2060s,7100,Novec_7100,13.354,9.3,0.0,63.9,1372.0,61.1,2060s_7100.txt
2060s,7100,Novec_7100,1.139,10.1,0.0,60.0,1372.0,59.5,2060s_7100.txt
2060s,7100,Novec_7100,2.336,9.7,0.0,60.0,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,3.434,10.0,0.0,60.0,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,4.534,9.3,0.0,60.0,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,5.607,9.7,0.0,60.0,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,6.829,9.3,0.0,60.0,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,7.939,9.3,0.0,60.0,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,9.044,10.1,0.0,60.0,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,10.232,9.3,0.0,60.0,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,11.357,9.9,0.0,60.0,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,12.458,10.0,0.0,60.0,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,13.579,10.0,0.0,60.0,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,1.077,10.0,0.0,58.3,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,2.2,9.2,0.0,58.3,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,3.31,9.7,0.0,58.3,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,4.406,9.9,0.0,58.3,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,5.5280000000000005,10.4,0.0,58.3,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,6.598,10.1,0.0,58.3,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,7.7219999999999995,10.4,0.0,58.3,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,8.855,9.1,0.0,58.3,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,9.975,9.9,0.0,58.3,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,11.065,9.4,0.0,58.3,1372.0,58.1,2060s_7100.txt
2060s,7100,Novec_7100,12.194,9.8,0.0,58.3,1372.0,58.1,2060s_7100.txt
2060s,7100,Novec_7100,13.304,9.2,0.0,58.3,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,14.377,10.3,0.0,58.3,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,1.12,11.4,0.0,58.5,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,2.202,10.6,0.0,58.5,1372.0,59.1,2060s_7100.txt
2060s,7100,Novec_7100,3.275,11.1,0.0,58.5,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,4.405,10.9,0.0,58.5,1372.0,59.2,2060s_7100.txt
2060s,7100,Novec_7100,5.476,9.7,0.0,58.5,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,6.621,9.5,0.0,58.5,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,7.678,10.3,0.0,58.5,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,8.82,10.4,0.0,58.5,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,9.886,10.6,0.0,58.5,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,10.996,10.6,0.0,58.5,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,12.091,10.7,0.0,58.5,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,13.191,10.5,0.0,58.5,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,1.086,14.9,0.0,59.6,1372.0,61.3,2060s_7100.txt
2060s,7100,Novec_7100,2.178,14.9,0.0,59.6,1372.0,63.2,2060s_7100.txt
2060s,7100,Novec_7100,3.314,13.9,0.0,59.6,1372.0,62.3,2060s_7100.txt
2060s,7100,Novec_7100,4.41,11.2,0.0,59.6,1372.0,60.7,2060s_7100.txt
2060s,7100,Novec_7100,5.624,10.0,0.0,59.6,1372.0,60.2,2060s_7100.txt
2060s,7100,Novec_7100,6.724,12.2,0.0,59.6,1372.0,60.2,2060s_7100.txt
2060s,7100,Novec_7100,7.822,13.4,0.0,59.6,1372.0,60.5,2060s_7100.txt
2060s,7100,Novec_7100,8.919,16.3,0.0,59.6,1372.0,63.4,2060s_7100.txt
2060s,7100,Novec_7100,10.038,15.2,0.0,59.6,1372.0,64.9,2060s_7100.txt
2060s,7100,Novec_7100,11.133,14.5,0.0,59.6,1372.0,65.2,2060s_7100.txt
2060s,7100,Novec_7100,12.237,15.4,0.0,59.6,1372.0,64.9,2060s_7100.txt
2060s,7100,Novec_7100,13.344,11.7,0.0,59.6,1372.0,62.6,2060s_7100.txt
2060s,7100,Novec_7100,14.442,12.0,0.0,59.6,1372.0,61.8,2060s_7100.txt
2060s,7100,Novec_7100,1.076,15.1,0.0,61.3,1372.0,62.1,2060s_7100.txt
2060s,7100,Novec_7100,2.199,18.0,0.0,61.3,1372.0,64.6,2060s_7100.txt
2060s,7100,Novec_7100,3.284,20.9,0.0,61.3,1372.0,66.5,2060s_7100.txt
2060s,7100,Novec_7100,4.404,16.1,0.0,61.3,1372.0,66.5,2060s_7100.txt
2060s,7100,Novec_7100,5.504,14.9,0.0,61.3,1372.0,65.8,2060s_7100.txt
2060s,7100,Novec_7100,6.6,14.5,0.0,61.3,1372.0,65.2,2060s_7100.txt
2060s,7100,Novec_7100,7.728,11.2,0.0,61.3,1372.0,63.1,2060s_7100.txt
2060s,7100,Novec_7100,8.957,9.2,0.0,61.3,1372.0,61.2,2060s_7100.txt
2060s,7100,Novec_7100,10.151,10.3,0.0,61.3,1372.0,60.3,2060s_7100.txt
2060s,7100,Novec_7100,11.25,9.7,0.0,61.3,1372.0,59.5,2060s_7100.txt
2060s,7100,Novec_7100,12.327,9.9,0.0,61.3,1372.0,59.2,2060s_7100.txt
2060s,7100,Novec_7100,13.454,9.3,0.0,61.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,1.087,9.7,0.0,58.6,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,2.206,9.3,0.0,58.6,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,3.33,9.8,0.0,58.6,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,4.439,9.8,0.0,58.6,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,5.516,10.3,0.0,58.6,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,6.6370000000000005,9.8,0.0,58.6,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,7.72,9.7,0.0,58.6,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,8.841,9.6,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,9.929,9.8,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,11.04,9.0,0.0,58.6,1372.0,58.0,2060s_7100.txt
2060s,7100,Novec_7100,12.232,9.3,0.0,58.6,1372.0,58.1,2060s_7100.txt
2060s,7100,Novec_7100,13.32,9.9,0.0,58.6,1372.0,58.0,2060s_7100.txt
2060s,7100,Novec_7100,14.438,9.9,0.0,58.6,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,1.1219999999999999,9.7,0.0,58.3,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,2.23,9.8,0.0,58.3,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,3.315,9.5,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,4.441,9.5,0.0,58.3,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,5.502,9.3,0.0,58.3,1372.0,58.1,2060s_7100.txt
2060s,7100,Novec_7100,6.6129999999999995,9.0,0.0,58.3,1372.0,58.0,2060s_7100.txt
2060s,7100,Novec_7100,7.693,10.3,0.0,58.3,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,8.776,10.6,0.0,58.3,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,9.863,9.8,0.0,58.3,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,10.946,10.4,0.0,58.3,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,12.085,10.1,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,13.148,10.8,0.0,58.3,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,1.095,9.2,0.0,59.0,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,2.195,9.5,0.0,59.0,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,3.265,9.4,0.0,59.0,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,4.36,10.1,0.0,59.0,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,5.509,10.8,0.0,59.0,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,6.598,10.4,0.0,59.0,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,7.696,9.8,0.0,59.0,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,8.803,12.4,0.0,59.0,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,9.9,11.3,0.0,59.0,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,10.987,11.0,0.0,59.0,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,12.067,13.4,0.0,59.0,1372.0,60.2,2060s_7100.txt
2060s,7100,Novec_7100,13.177,14.5,0.0,59.0,1372.0,62.8,2060s_7100.txt
2060s,7100,Novec_7100,14.291,13.5,0.0,59.0,1372.0,62.2,2060s_7100.txt
2060s,7100,Novec_7100,1.099,11.1,0.0,61.0,1372.0,60.3,2060s_7100.txt
2060s,7100,Novec_7100,2.208,10.3,0.0,61.0,1372.0,60.1,2060s_7100.txt
2060s,7100,Novec_7100,3.292,13.1,0.0,61.0,1372.0,60.4,2060s_7100.txt
2060s,7100,Novec_7100,4.401,11.7,0.0,61.0,1372.0,60.2,2060s_7100.txt
2060s,7100,Novec_7100,5.474,14.9,0.0,61.0,1372.0,62.4,2060s_7100.txt
2060s,7100,Novec_7100,6.548,14.9,0.0,61.0,1372.0,63.8,2060s_7100.txt
2060s,7100,Novec_7100,7.649,14.6,0.0,61.0,1372.0,64.4,2060s_7100.txt
2060s,7100,Novec_7100,8.768,14.8,0.0,61.0,1372.0,64.7,2060s_7100.txt
2060s,7100,Novec_7100,9.864,11.6,0.0,61.0,1372.0,62.7,2060s_7100.txt
2060s,7100,Novec_7100,10.961,11.1,0.0,61.0,1372.0,61.8,2060s_7100.txt
2060s,7100,Novec_7100,12.044,12.6,0.0,61.0,1372.0,61.8,2060s_7100.txt
2060s,7100,Novec_7100,13.161,17.2,0.0,61.0,1372.0,64.6,2060s_7100.txt
2060s,7100,Novec_7100,14.371,17.0,0.0,61.0,1372.0,65.9,2060s_7100.txt
2060s,7100,Novec_7100,1.087,14.8,0.0,66.3,1372.0,66.0,2060s_7100.txt
2060s,7100,Novec_7100,2.198,14.6,0.0,66.3,1372.0,65.9,2060s_7100.txt
2060s,7100,Novec_7100,3.308,13.5,0.0,66.3,1372.0,63.8,2060s_7100.txt
2060s,7100,Novec_7100,4.487,10.1,0.0,66.3,1372.0,62.0,2060s_7100.txt
2060s,7100,Novec_7100,5.521,9.3,0.0,66.3,1372.0,60.7,2060s_7100.txt
2060s,7100,Novec_7100,6.603,9.7,0.0,66.3,1372.0,60.0,2060s_7100.txt
2060s,7100,Novec_7100,7.819,9.4,0.0,66.3,1372.0,59.4,2060s_7100.txt
2060s,7100,Novec_7100,8.929,9.8,0.0,66.3,1372.0,59.1,2060s_7100.txt
2060s,7100,Novec_7100,10.039,9.3,0.0,66.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,11.123,9.7,0.0,66.3,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,12.224,9.4,0.0,66.3,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,13.344,9.8,0.0,66.3,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,1.063,10.1,0.0,58.6,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,2.15,9.8,0.0,58.6,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,3.278,9.9,0.0,58.6,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,4.411,9.9,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,5.496,9.0,0.0,58.6,1372.0,58.2,2060s_7100.txt
2060s,7100,Novec_7100,6.583,9.4,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,7.682,10.0,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,8.793,9.5,0.0,58.6,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,9.888,9.6,0.0,58.6,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,10.967,9.6,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,12.086,9.8,0.0,58.6,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,13.196,10.3,0.0,58.6,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,14.307,9.2,0.0,58.6,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,1.126,9.8,0.0,58.2,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,2.21,9.6,0.0,58.2,1372.0,58.1,2060s_7100.txt
2060s,7100,Novec_7100,3.318,10.1,0.0,58.2,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,4.416,9.5,0.0,58.2,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,5.522,10.3,0.0,58.2,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,6.643,10.1,0.0,58.2,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,7.731,10.5,0.0,58.2,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,8.837,10.5,0.0,58.2,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,9.94,11.1,0.0,58.2,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,11.034,10.2,0.0,58.2,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,12.134,9.9,0.0,58.2,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,13.237,10.1,0.0,58.2,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,1.091,9.7,0.0,58.3,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,2.189,10.4,0.0,58.3,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,3.321,11.1,0.0,58.3,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,4.398,10.8,0.0,58.3,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,5.498,10.6,0.0,58.3,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,6.592,11.2,0.0,58.3,1372.0,59.5,2060s_7100.txt
2060s,7100,Novec_7100,7.686,11.5,0.0,58.3,1372.0,59.8,2060s_7100.txt
2060s,7100,Novec_7100,8.792,10.6,0.0,58.3,1372.0,59.7,2060s_7100.txt
2060s,7100,Novec_7100,9.908,9.4,0.0,58.3,1372.0,59.1,2060s_7100.txt
2060s,7100,Novec_7100,10.991,10.2,0.0,58.3,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,12.087,10.0,0.0,58.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,13.289,10.8,0.0,58.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,14.397,9.9,0.0,58.3,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,1.076,10.7,0.0,59.0,1372.0,59.3,2060s_7100.txt
2060s,7100,Novec_7100,2.2,14.3,0.0,59.0,1372.0,62.1,2060s_7100.txt
2060s,7100,Novec_7100,3.308,15.6,0.0,59.0,1372.0,63.9,2060s_7100.txt
2060s,7100,Novec_7100,4.408,14.7,0.0,59.0,1372.0,64.5,2060s_7100.txt
2060s,7100,Novec_7100,5.5120000000000005,15.0,0.0,59.0,1372.0,64.8,2060s_7100.txt
2060s,7100,Novec_7100,6.655,13.5,0.0,59.0,1372.0,63.5,2060s_7100.txt
2060s,7100,Novec_7100,7.769,10.5,0.0,59.0,1372.0,62.0,2060s_7100.txt
2060s,7100,Novec_7100,8.86,11.6,0.0,59.0,1372.0,61.3,2060s_7100.txt
2060s,7100,Novec_7100,9.943999999999999,12.3,0.0,59.0,1372.0,61.3,2060s_7100.txt
2060s,7100,Novec_7100,11.033,15.5,0.0,59.0,1372.0,63.8,2060s_7100.txt
2060s,7100,Novec_7100,12.144,17.4,0.0,59.0,1372.0,65.3,2060s_7100.txt
2060s,7100,Novec_7100,13.23,14.8,0.0,59.0,1372.0,65.5,2060s_7100.txt
2060s,7100,Novec_7100,1.1,14.3,0.0,65.4,1372.0,65.5,2060s_7100.txt
2060s,7100,Novec_7100,2.191,13.5,0.0,65.4,1372.0,63.9,2060s_7100.txt
2060s,7100,Novec_7100,3.323,9.9,0.0,65.4,1372.0,62.0,2060s_7100.txt
2060s,7100,Novec_7100,4.412,10.1,0.0,65.4,1372.0,60.8,2060s_7100.txt
2060s,7100,Novec_7100,5.527,9.1,0.0,65.4,1372.0,59.9,2060s_7100.txt
2060s,7100,Novec_7100,6.6129999999999995,9.5,0.0,65.4,1372.0,59.5,2060s_7100.txt
2060s,7100,Novec_7100,7.724,9.0,0.0,65.4,1372.0,59.1,2060s_7100.txt
2060s,7100,Novec_7100,8.786,9.4,0.0,65.4,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,9.864,9.8,0.0,65.4,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,11.002,9.1,0.0,65.4,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,12.084,9.4,0.0,65.4,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,13.195,9.1,0.0,65.4,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,14.258,10.6,0.0,65.4,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,1.099,10.1,0.0,58.6,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,2.208,9.6,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,3.285,9.3,0.0,58.6,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,4.377,9.3,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,5.493,9.4,0.0,58.6,1372.0,58.1,2060s_7100.txt
2060s,7100,Novec_7100,6.586,9.7,0.0,58.6,1372.0,58.4,2060s_7100.txt
2060s,7100,Novec_7100,7.673,9.8,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,8.78,9.9,0.0,58.6,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,9.86,10.7,0.0,58.6,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,10.968,10.0,0.0,58.6,1372.0,58.7,2060s_7100.txt
2060s,7100,Novec_7100,12.088,9.2,0.0,58.6,1372.0,58.5,2060s_7100.txt
2060s,7100,Novec_7100,13.221,9.2,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,14.282,9.6,0.0,58.6,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,1.093,9.5,0.0,58.3,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,2.182,9.8,0.0,58.3,1372.0,58.3,2060s_7100.txt
2060s,7100,Novec_7100,3.311,10.9,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,4.402,9.9,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,5.631,10.4,0.0,58.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,6.726,11.1,0.0,58.3,1372.0,59.2,2060s_7100.txt
2060s,7100,Novec_7100,7.817,10.5,0.0,58.3,1372.0,59.4,2060s_7100.txt
2060s,7100,Novec_7100,8.937,9.7,0.0,58.3,1372.0,59.2,2060s_7100.txt
2060s,7100,Novec_7100,10.062,10.0,0.0,58.3,1372.0,58.8,2060s_7100.txt
2060s,7100,Novec_7100,11.154,9.7,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,12.274000000000001,9.8,0.0,58.3,1372.0,58.6,2060s_7100.txt
2060s,7100,Novec_7100,13.466,11.1,0.0,58.3,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,1.073,10.3,0.0,58.8,1372.0,58.9,2060s_7100.txt
2060s,7100,Novec_7100,2.301,10.8,0.0,58.8,1372.0,59.2,2060s_7100.txt
2060s,7100,Novec_7100,3.406,10.3,0.0,58.8,1372.0,59.5,2060s_7100.txt
2060s,7100,Novec_7100,4.483,11.8,0.0,58.8,1372.0,59.7,2060s_7100.txt
2060s,7100,Novec_7100,5.587,12.1,0.0,58.8,1372.0,59.9,2060s_7100.txt
2060s,7100,Novec_7100,6.691,10.8,0.0,58.8,1372.0,59.5,2060s_7100.txt
2060s,7100,Novec_7100,7.801,9.2,0.0,58.8,1372.0,59.1,2060s_7100.txt
2060s,7100,Novec_7100,8.913,10.5,0.0,58.8,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,10.001,12.3,0.0,58.8,1372.0,59.1,2060s_7100.txt
2060s,7100,Novec_7100,11.107,10.5,0.0,58.8,1372.0,59.1,2060s_7100.txt
2060s,7100,Novec_7100,12.177,10.4,0.0,58.8,1372.0,59.0,2060s_7100.txt
2060s,7100,Novec_7100,13.287,11.2,0.0,58.8,1372.0,59.4,2060s_7100.txt
2060s,7100,Novec_7100,14.394,11.8,0.0,58.8,1372.0,59.6,2060s_7100.txt
2060s,7100,Novec_7100,1.101,11.9,0.0,59.8,1372.0,59.9,2060s_7100.txt
2060s,7100,Novec_7100,2.194,16.3,0.0,59.8,1372.0,63.0,2060s_7100.txt
